movie_id,movie_brief,director,writers,casts
748,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well ... Read all",Phillip Noyce,Leslie Charteris|Jonathan Hensleigh|Wesley Strick,Val Kilmer|Elisabeth Shue|Rade Serbedzija
749,Chester's new invention is a match making computer that he uses to help Tara find a perfect date.,Craig Zukowski,Michael Maliani|Barry O'Brien|Jack Olesker,Mary Long|Jonathan Potts|Tracey Moore
750,"In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must deci... Read all",Steven Spielberg,David Franzoni,Djimon Hounsou|Matthew McConaughey|Anthony Hopkins
751,James Bond sets out to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,Roger Spottiswoode,Bruce Feirstein|Ian Fleming,Pierce Brosnan|Jonathan Pryce|Michelle Yeoh
752,"A troubled hitman seeks aid from a forger to help him get papers to China. However, the drug lord has hired replacements to finish the job, and kill the hitman.",Antoine Fuqua,Ken Sanzel,Chow Yun-Fat|Mira Sorvino|Michael Rooker
753,"In the Soviet Union in 1936, shadow of Stalin's repressions lie on a famous revolution hero. The accusations of being him a foreign spy are nonsense, and all known that, but a slow process o... Read all",Nikita Mikhalkov,Nikita Mikhalkov|Rustam Ibragimbekov,Nikita Mikhalkov|Ingeborga Dapkunaite|Oleg Menshikov
754,"An American attorney on business in China is wrongfully arrested and put on trial for murder, with a female defense lawyer from the country the only key to proving his innocence.",Jon Avnet,Robert King,Richard Gere|Bai Ling|Bradley Whitford
755,"When two kids find and play a magical board game, they release a man trapped in it for decades - and a host of dangers that can only be stopped by finishing the game.",Joe Johnston,Jonathan Hensleigh|Greg Taylor|Jim Strain,Robin Williams|Kirsten Dunst|Bonnie Hunt
756,"George Banks must deal not only with his daughter's pregnancy, but also with his wife's.",Charles Shyer,Albert Hackett|Frances Goodrich|Nancy Meyers,Steve Martin|Diane Keaton|Martin Short
757,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all im... Read all",Stephen Low,Andrew Gellis,Peter Reznick|John McDonough|Avi Hoffman
758,"After the destruction of Virtual Space Industries at the end of the first film, Jobe is discovered in the rubble and is brought to the facilities of Jonathan Walker (Kevin Conway), a powerfu... Read all",Farhad Mann,Farhad Mann|Michael Miner,Patrick Bergin|Matt Frewer|Austin O'Brien
759,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",Andrew Sipes,Paula Gosling|Charlie Fletcher,William Baldwin|Cindy Crawford|Steven Berkoff
760,"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they buil... Read all",Christian Duguay,Philip K. Dick|Dan O'Bannon|Miguel Tejada-Flores,Peter Weller|Roy Dupuis|Jennifer Rubin
761,"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",John Badham,Patrick Sheane Duncan,Johnny Depp|Christopher Walken|Courtney Chase
762,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,Ted Demme,Scott Rosenberg,Matt Dillon|Timothy Hutton|Noah Emmerich
763,A rejected hockey player puts his skills to the golf course to save his grandmother's house.,Dennis Dugan,Tim Herlihy|Adam Sandler,Adam Sandler|Christopher McDonald|Julie Bowen
764,"Two NYC roomies have a pact to jump off Brooklyn Bridge, if they haven't found life partners before she's 30. That's less than a month away.",Eric Schaeffer,Eric Schaeffer|Tony Spiridakis,Sarah Jessica Parker|Eric Schaeffer|Ben Stiller
765,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,Reginald Hudlin,Barry W. Blaustein|David Sheffield|Eddie Murphy,Eddie Murphy|Robin Givens|Halle Berry
766,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling ... Read all",Dirk Shafer,Dirk Shafer,Vivian Paxton|Claudette Sutherland|Michael Ornstein
767,"A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.",Abel Ferrara,Nicholas St. John,Lili Taylor|Christopher Walken|Annabella Sciorra
768,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,Brad Silberling,Joseph Oriolo|Sherri Stoner|Deanna Oliver,Bill Pullman|Christina Ricci|Cathy Moriarty
769,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",Frank Marshall,Michael Crichton|John Patrick Shanley,Laura Linney|Tim Curry|Dylan Walsh
770,"An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.",Carl Franklin,Walter Mosley|Carl Franklin,Denzel Washington|Tom Sizemore|Jennifer Beals
771,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",Robert Longo,William Gibson,Keanu Reeves|Dolph Lundgren|Dina Meyer
772,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.",Larry Clark,Harmony Korine|Larry Clark,Leo Fitzpatrick|Justin Pierce|Chloë Sevigny
773,"A mute make-up artist working on a slasher movie being shot in Moscow, is locked in the studio after hours. While there, she witnesses a brutal murder, and must escape capture.",Anthony Waller,Anthony Waller,Marina Zudina|Fay Ripley|Evan Richards
774,"At the scene of a bizarre murder, L.A. homicide detective Thomas Dagget discovers a lethal heavenly prophecy now being fulfilled on earth. In his fight to stop the forces of evil, he finds a... Read all",Gregory Widen,Gregory Widen,Christopher Walken|Elias Koteas|Virginia Madsen
775,A woman's world is rocked when she discovers her husband is cheating on her.,Lasse Hallström,Callie Khouri,Julia Roberts|Dennis Quaid|Robert Duvall
776,"In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life a... Read all",Martha Coolidge,Clifford Green|Ellen Green|Elizabeth Anderson,Patrick Swayze|Mary Elizabeth Mastrantonio|Joseph Mazzello
777,A man travels to Italy with his family to live in the castle they have recently inherited. But he soon begins to suspect that they are not the only occupants.,Stuart Gordon,Stuart Gordon|H.P. Lovecraft|Dennis Paoli,Jeffrey Combs|Barbara Crampton|Jonathan Fuller
778,"A psychiatrist must cure a young patient who presents himself as Don Juan, the world's greatest lover.",Jeremy Leven,Lord Byron|Jeremy Leven,Johnny Depp|Marlon Brando|Faye Dunaway
779,A tough cop teams up with a professional skydiver to capture a renegade computer hacker on the run from the law.,John Badham,Tony Griffin|Guy Manos|Peter Barsocchini,Wesley Snipes|Gary Busey|Yancy Butler
780,"After a woman leaves a briefcase at the airport terminal, a dumb limo driver and his dumber friend set out on a hilarious cross-country road trip to Aspen to return it.",Peter Farrelly,Peter Farrelly|Bennett Yellin|Bobby Farrelly,Jim Carrey|Jeff Daniels|Lauren Holly
781,A woman flying to France to confront her straying fiance gets into trouble when the charming crook seated next to her uses her for smuggling.,Lawrence Kasdan,Adam Brooks,Meg Ryan|Kevin Kline|Timothy Hutton
782,Early 1990s drama about a family of Soviet Jews living in Brooklyn's Brighton Beach ocean-side neighborhood nicknamed Little Odessa.,James Gray,James Gray,Tim Roth|Edward Furlong|Moira Kelly
783,"A group of young boys befriend a prostitute named, V.",Richard Benjamin,John Mattson,Melanie Griffith|Ed Harris|Michael Patrick Carter
784,"Dr. Stephanie Lyell works for Neurological Research, and is testing a seemingly safe personality-altering drug on Marc Gilmour a notorious Serial Killer. But when a pair of bizarre suicides ... Read all",Vadim Jean,John Brosnan|Vadim Jean|Rob Walker,Craig Fairbrass|Elizabeth Hurley|Keith Allen
785,"As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later - Faith is about to marry another man - a Damon Bradley calls to wish them all the best. Faith blows off ... Read all",Norman Jewison,Diane Drake,Marisa Tomei|Robert Downey Jr.|Bonnie Hunt
786,"Gene Siskel and Roger Ebert review Crimson Tide (1995), A Little Princess (1995), The Perez Family (1995), The Englishman Who Went Up a Hill But Came Down a Mountain (1995) and Swimming with... Read all",Don DuPree,Roger Ebert|Gene Siskel,Unknown
787,An elderly yet young-at-heart man moves in with his grandson and both their lives turn upside-down.,Peter Yates,Max Apple|Stephen Metcalfe,Peter Falk|D.B. Sweeney|Julianne Moore
788,Just why are people surrounding Adam Pratman dropping down dead? Is this five year old really a murderous sociopath?,George Mihalka,Kurt Wimmer,Darlanne Fluegel|Martin Neufeld|James Brolin
789,"A young, naive Hollywood studio assistant finally turns the tables on his incredibly abusive producer boss.",George Huang,George Huang,Kevin Spacey|Frank Whaley|Michelle Forbes
790,"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",Peter Segal,Bonnie Turner|Terry Turner,Chris Farley|David Spade|Brian Dennehy
791,Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,Melanie Mayron,Ann M. Martin|Dalene Young,Schuyler Fisk|Bre Blair|Rachael Leigh Cook
792,"In New York in 1928, a struggling playwright is forced to cast a mobster's talentless girlfriend in his latest drama in order to get it produced.",Woody Allen,Woody Allen|Douglas McGrath,John Cusack|Dianne Wiest|Jennifer Tilly
793,"Spike Lee's vibrant semi-autobiographical portrait of a school teacher, her stubborn jazz musician husband and their five kids living in Brooklyn in 1973.",Spike Lee,Joie Lee|Spike Lee|Cinqué Lee,Alfre Woodard|Delroy Lindo|David Patrick Kelly
794,A police officer promises to share his lottery ticket with a waitress in lieu of a tip.,Andrew Bergman,Jane Anderson,Nicolas Cage|Bridget Fonda|Rosie Perez
795,"A rich young boy finds his family the target of an inside job, and must use his cunning to save them.",Donald Petrie,Neil Tolkin|Tom S. Parker|Jim Jennewein,Macaulay Culkin|Edward Herrmann|John Larroquette
796,Two political speechwriters fall in love before they find out they are working for candidates on opposite sides.,Ron Underwood,Robert King,Michael Keaton|Geena Davis|Christopher Reeve
797,"Max Walker, an officer for a security agency that regulates time travel, must fend for his life against a shady politician who's intent on changing the past to control the future.",Peter Hyams,Mark Verheiden|Mike Richardson,Jean-Claude Van Damme|Mia Sara|Ron Silver
798,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a p... Read all",Damian Harris,Ross Thomas,Ellen Barkin|Laurence Fishburne|Frank Langella
799,"With the loss of Patroclus (his undeclared male lover), Greek warrior Achilles returns to the Trojan War.",Barry Purves,Jo Cameron Brown|Homer|Barry Purves,Derek Jacobi|Simon Green|David Holt
800,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,John Carpenter,Michael De Luca,Sam Neill|Jürgen Prochnow|Julie Carmen
801,A basketball coach travels to Africa to recruit a new star.,Paul Michael Glaser,Max Apple,Kevin Bacon|Charles Gitonga Maina|Yolanda Vazquez
802,"A woman hires a drifter as her guide through New Orleans in search of her missing father. In the process, they discover a deadly game of cat and mouse behind his disappearance.",John Woo,Chuck Pfarrer,Jean-Claude Van Damme|Lance Henriksen|Yancy Butler
803,"During the Vietnam War, a Vietnamese woman struggles hustling on the streets, where she comes face to face with those involved in the conflict around her.",Oliver Stone,Le Ly Hayslip|Jay Wurts|James Hayslip,Hiep Thi Le|Tommy Lee Jones|Haing S. Ngor
804,"A failing actor living in crime infested Los Angeles, frustrated with his career, decides to take the law into his own hands, and becomes the leader of a mock-vigilante group that videotapes... Read all",Barry Levinson,Barry Levinson,Joe Pesci|Christian Slater|Victoria Abril
805,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,Woody Allen,Woody Allen|Marshall Brickman,Woody Allen|Diane Keaton|Jerry Adler
806,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,Albert Hughes,Allen Hughes|Albert Hughes|Tyger Williams,Tyrin Turner|Larenz Tate|June Kyoto Lu
807,"Grieving hairdresser, Justice, goes on a road trip from South Central L.A. to Oakland on a mail truck alongside her friend and a postal worker which she cannot stand",John Singleton,John Singleton,Janet Jackson|Tupac Shakur|Regina King
808,"In 1930s New York City, The Shadow (Alec Baldwin) battles his nemesis, Shiwan Khan (John Lone), who is building an atomic bomb.",Russell Mulcahy,Walter B. Gibson|David Koepp,Alec Baldwin|John Lone|Penelope Ann Miller
809,"When an escort girl is found dead in the offices of a Japanese company in Los Angeles, detectives Web Smith and John Connor act as liaison between the company's executives and the investigat... Read all",Philip Kaufman,Michael Crichton|Philip Kaufman|Michael Backes,Sean Connery|Wesley Snipes|Harvey Keitel
810,Unknown,Unknown,Unknown,Unknown
811,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",François Girard,François Girard|Don McKellar|Glenn Gould,Colm Feore|Derek Keurvorst|Katya Ladan
812,The true story of how a seal named Andre befriended a little girl named Toni and her family in 1962.,George Miller,Harry Goodridge|Lew Dietz|Dana Baratta,Tina Majorino|Keith Carradine|Chelsea Field
813,A documentary surveying the various Hollywood screen depictions of homosexuals and the attitudes behind them throughout the history of North American film.,Rob Epstein,Vito Russo|Rob Epstein|Jeffrey Friedman,Lily Tomlin|Tony Curtis|Susie Bright
814,"The documentary compiles interviews of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine.",Jean Bach,Jean Bach|Susan Peehl|Matthew Seig,Dizzy Gillespie|Milt Hinton|Marian McPartland
815,"The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.",Michael Hoffman,Terrel Seltzer|Ellen Simon,Michelle Pfeiffer|George Clooney|Mae Whitman
816,The Candyman arrives in New Orleans and sets his sights on a young woman whose family was ruined by the immortal killer years before.,Bill Condon,Rand Ravich|Mark Kruger|Clive Barker,Tony Todd|Kelly Rowan|Caroline Barclay
817,"A first person narrative of the exploits of a gay serial killer in deeply disturbing, controversial drama about violence, sexuality, and the imagination. Dennis, the main character, whose le... Read all",Todd Verow,Dennis Cooper|Jim Dwyer|George LaVoo,Michael Gunther|Craig Chester|Michael Stock
818,An aspiring actress disappointed by her treatment in the movie industry turns to phone sex to make a living.,Spike Lee,Suzan-Lori Parks,Theresa Randle|Isaiah Washington|Spike Lee
819,"Coincidences lead to the New York Knicks, getting its loudest fan, Edwina ""Eddie"" Franklin (Whoopi Goldberg), as coach. Season victory?",Steve Rash,Steve Zacharias|Jeff Buhai|Jon Connolly,Whoopi Goldberg|Frank Langella|Dennis Farina
820,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",Joe Pytka,Leo Benvenuti|Steve Rudnick|Timothy Harris,Michael Jordan|Wayne Knight|Theresa Randle
821,"Connie, unwed and pregnant, is heading to Boston by train when she meets wealthy newlyweds Hugh and Patricia. The train crashes, and when Connie comes to in the hospital, she is mistaken for... Read all",Richard Benjamin,Cornell Woolrich|Phoef Sutton|Lisa-Maria Radano,Shirley MacLaine|Ricki Lake|Brendan Fraser
822,"A middle-aged man leaves his wife for another woman. Shortly after, his ex-wife also begins a relationship with a younger partner. The film follows their struggles to find love amongst each ... Read all",John Cassavetes,John Cassavetes,John Marley|Gena Rowlands|Lynn Carlin
823,"In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",Lee Tamahori,Peter Dexter|Floyd Mutrux,Nick Nolte|Melanie Griffith|Jennifer Connelly
824,"The boxing champ's promoter thinks, change is needed. He finds the one man who's beaten his black champ (at 17), a white man now in a rock band. Like Rocky, he trains heavily whereas the cha... Read all",Reginald Hudlin,Tony Hendra|Ron Shelton,Samuel L. Jackson|Jeff Goldblum|Damon Wayans
825,"Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.",David Twohy,David Twohy,Charlie Sheen|Lindsay Crouse|Richard Schiff
826,"The Phantom, descendent of a line of African superheroes, travels to New York City to thwart a wealthy criminal genius from obtaining three magic skulls which would give him the secret to ul... Read all",Simon Wincer,Lee Falk|Jeffrey Boam,Billy Zane|Kristy Swanson|Treat Williams
827,Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,Rob Cohen,Leslie Bohem,Sylvester Stallone|Amy Brenneman|Viggo Mortensen
828,"While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers.",Fraser C. Heston,Andy Burg|Scott Myers,Thora Birch|Vincent Kartheiser|Dirk Benedict
829,Two prisoners chained together flee during an escape attempt gone bad.,Kevin Hooks,Preston A. Whitmore II,Laurence Fishburne|Stephen Baldwin|Will Patton
830,A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.,Jaime Hellman,Jaime Hellman,Eric Roberts|Lisa Thornhill|Jason Gedrick
831,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",John Carpenter,John Carpenter|Nick Castle|Debra Hill,Kurt Russell|Steve Buscemi|Stacy Keach
832,"Recently orphaned, a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant, French magician named Bogus.",Norman Jewison,Jeff Rothberg|Francis X. McCarthy Jr.|Alvin Sargent,Whoopi Goldberg|Gérard Depardieu|Haley Joel Osment
833,"Two criminals, Keats and Moses, end their friendship, when Keats turns out to be an undercover cop. Many years later, the two are forced to work together when Keats is assigned to protect Mo... Read all",Ernest R. Dickerson,Joe Gayton|Lewis Colick,Damon Wayans|Adam Sandler|James Caan
834,"Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious c... Read all",Joe Chappelle,Debra Hill|John Carpenter|Daniel Farrands,Donald Pleasence|Paul Rudd|Marianne Hagan
835,A woman thinks a flirting man is the co-respondent her lawyer has hired to expedite her divorce.,Mark Sandrich,Dwight Taylor|Kenneth S. Webb|Samuel Hoffenstein,Fred Astaire|Ginger Rogers|Alice Brady
836,A stern Soviet woman sent to Paris to supervise the sale of jewels seized from Russian nobles finds herself attracted to a man who represents everything she is supposed to detest.,Ernst Lubitsch,Charles Brackett|Billy Wilder|Walter Reisch,Greta Garbo|Melvyn Douglas|Ina Claire
837,"A penniless drifter (Gary Cooper) is recruited by an ambitious columnist (Barbara Stanwyck) to impersonate a non-existent person who said he'd be committing suicide as a protest, and a socia... Read all",Frank Capra,Richard Connell|Robert Presnell Sr.|Robert Riskin,Gary Cooper|Barbara Stanwyck|Edward Arnold
838,A Hong Kong cop and two American cops are onto a suspected harbor worker and are forced to team up when they discover that the suspect is a witness on the run from CIA agents and their schem... Read all,Woo-Ping Yuen,Chi-Sing Cheung|Wing-Fai Wong|Kwong-Kim Yip,Cynthia Khan|Donnie Yen|Michael Wong
839,A report on the ongoing search for the Loch Ness monster examines eyewitness accounts and scientific evidence. Included: footage of Nessie (maybe); sonar readings; an uncovered hoax.,Unknown,Unknown,Unknown
840,A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,Walter Hill,Ryûzô Kikushima|Akira Kurosawa|Walter Hill,Bruce Willis|Bruce Dern|William Sanderson
841,"Two cops are forced to work together to solve a chain of mysterious killings by a killer nicknamed ""The Family Man"".",John Gray,Kevin Brodbin,Steven Seagal|Keenen Ivory Wayans|Bob Gunton
842,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,David Swift,Eleanor H. Porter|David Swift,Jane Wyman|Hayley Mills|Richard Egan
843,A teenage boy is cursed with periodically turning into a sheepdog.,Charles Barton,Bill Walsh|Lillie Hayward|Felix Salten,Fred MacMurray|Jean Hagen|Tommy Kirk
844,"A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadi... Read all",Matthew Bright,Matthew Bright,Reese Witherspoon|Kiefer Sutherland|Bokeem Woodbine
845,"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.",Tom Hanks,Tom Hanks,Tom Hanks|Liv Tyler|Charlize Theron
846,"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""t... Read all",Michael Pressman,Michael Brady|David E. Kelley,Peter Gallagher|Michelle Pfeiffer|Claire Danes
847,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",Al Pacino,William Shakespeare|Al Pacino|Frederic Kimball,Al Pacino|Alec Baldwin|Kevin Spacey
848,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit.",Edward Dmytryk,John Paxton|Raymond Chandler,Dick Powell|Claire Trevor|Anne Shirley
849,A young hot-shot stock car driver gets his chance to compete at the top level.,Tony Scott,Robert Towne|Tom Cruise,Tom Cruise|Nicole Kidman|Robert Duvall
850,A determined young Saudi doctor's surprise run for office in the local city elections sweeps up her family and community as they struggle to accept their town's first female candidate.,Haifaa Al-Mansour,Haifaa Al-Mansour|Brad Niemann,Mila Al Zahrani|Hamad Almutaani|Mohamed Othman
851,"A day in the life of a Parisian housewife/prostitute, interspersed with musings on the Vietnam War and other contemporary issues.",Jean-Luc Godard,Catherine Vimenet|Jean-Luc Godard,Marina Vlady|Anny Duperey|Roger Montsoret
852,"A man is discovered digging a grave for his wife in the middle of the desert, and is arrested for her murder.",Nina Menkes,Russ Little|Tinka Menkes|Robert Muller,Unknown
853,"Animated interactive game in the vein of Dragon's Lair. A brain in a jar wants to take over the world, but his computer's broken. His lackey Fritz, who has hooks for hands, calls tech suppor... Read all",Dave Quesnelle,June Brown|Blayne Burnside|Roger Carel,Unknown
854,The population of a small town disappears and is replaced by aliens that chase human flesh for their intergalactic fast-food chain.,Peter Jackson,Peter Jackson|Tony Hiles|Ken Hammon,Terry Potter|Pete O'Herne|Craig Smith
855,"Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed all twist their way through an intricate and stylish French... Read all",Jean-Jacques Beineix,Daniel Odier|Jean-Jacques Beineix|Jean Van Hamme,Wilhelmenia Fernandez|Frédéric Andréi|Richard Bohringer
856,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,Jim Jarmusch,Jim Jarmusch,Winona Ryder|Gena Rowlands|Lisanne Falk
857,"Female artists, writers, photographers, designers, and adventurers are settled in Paris between the wars.",Greta Schiller,Andrea Weiss,Juliet Stevenson|Maureen All|Gillian Hanna
858,"A children's doll house, which is a miniature of the infamous haunted Long Island house, is given to a young girl where the demonic evil soon comes out to cause more terror.",Steve White,Joshua Michael Stern,Robin Thomas|Starr Andreeff|Allen Cutler
859,"Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems.",Fred Walton,Danilo Bach,Deborah Foreman|Griffin O'Neal|Clayton Rohner
860,The story of the Pre-Fab Four and their fight to be taken seriously as musicians.,Neill Fearnley,Ron McGee|Harold Bronson,George Stanchev|L.B. Fisher|Jeff Geddis
861,"Professor Paris Catalano visits Venice, to investigate the last known appearance of the famous vampire Nosferatu during the carnival of 1786.",Directors,Alberto Alfieri|Leandro Lucchetti|Augusto Caminito,Klaus Kinski|Barbara De Rossi|Yorgo Voyagis
862,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.",Brian Levant,Randy Kornfield,Arnold Schwarzenegger|Sinbad|Phil Hartman
863,"The story of the Finzi-Continis, a noble family of Ferrara, during the Jewish persecution in Italy's 1930s.",Vittorio De Sica,Giorgio Bassani|Ugo Pirro|Vittorio Bonicelli,Dominique Sanda|Lino Capolicchio|Helmut Berger
864,"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",Peter Segal,E. Jack Kaplan|Richard Chapman|Peter Tolan,Jack Lemmon|James Garner|Dan Aykroyd
865,"In suburban New Canaan, Connecticut, 1973, middle-class families experimenting with casual sex and substance abuse find their lives beyond their control.",Ang Lee,Rick Moody|James Schamus,Kevin Kline|Joan Allen|Sigourney Weaver
866,Two tabloid reporters checking out a report of the Archangel Michael living with an old woman find that it's true. But that's not the only surprise.,Nora Ephron,Peter Dexter|Jim Quinlan|Nora Ephron,John Travolta|Andie MacDowell|William Hurt
867,"In 1933 Texas, a schoolteacher and aspiring writer meets a pulp fiction writer, and a relationship soon develops between the two, but it is doomed by his slavishly devotion to his ailing mot... Read all",Dan Ireland,Novalyne Price Ellis|Michael Scott Myers,Vincent D'Onofrio|Renée Zellweger|Ann Wedgeworth
868,Aaron and psychiatrist Bix Konstadt plan to operate on a young boy with obsessive compulsive disorder in an attempt to cure him. Aaron worries when Bix admits she's a manic depressive off he... Read all,Martin Davidson,David E. Kelley|John Tinker,Adam Arkin|Christine Lahti|Jamey Sheridan
869,"After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.",Andy Tennant,Joan Taylor|Katherine Reback,Matthew Perry|Salma Hayek|Jon Tenney
870,"At the discovery of his ability to work miracles, Juvenal becomes a media sensation, but now he's prone to those who want to exploit him.",Paul Schrader,Elmore Leonard|Paul Schrader,Bridget Fonda|Christopher Walken|Skeet Ulrich
871,"In the fourth outing for the vacation franchise, the Griswolds have to survive Vegas fever when they go to Las Vegas for a fun family vacation.",Stephen Kessler,Elisa Bell|Bob Ducsay,Chevy Chase|Beverly D'Angelo|Randy Quaid
872,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Mosley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""k... Read all",Theodore Witcher,Theodore Witcher,Larenz Tate|Nia Long|Isaiah Washington
873,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",Glenn Gordon Caron,Arleen Sorkin|Paul Slansky|May Quigley,Jennifer Aniston|Jay Mohr|Kevin Bacon
874,"2 young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.",Mike Leigh,Mike Leigh,Katrin Cartlidge|Lynda Steadman|Kate Byers
875,"After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.",Nick Cassavetes,John Cassavetes,Sean Penn|Robin Wright|John Travolta
876,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",Brett Ratner,Joel Cohen|Alec Sokolow,Charlie Sheen|Chris Tucker|Heather Locklear
877,"A bratty teenager fakes her own kidnapping, but gets mistakenly kidnapped for real instead.",Marco Brambilla,Max D. Adams|Dick Clement|Ian La Frenais,Alicia Silverstone|Benicio Del Toro|Christopher Walken
878,"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.",Robert Stevenson,Gordon Gordon|Mildred Gordon|Bill Walsh,Hayley Mills|Dean Jones|Dorothy Provine
879,Gomer won't rest until he helps to reunite Sergeant Carter with Miss Bunny after they had a lovers spat.,Coby Ruskin,Ben Joelson|Art Baer|Aaron Ruben,Jim Nabors|Frank Sutton|Ted Bessell
880,"One person can keep a family together and, when that one person is gone, a family can be torn apart.",George Tillman Jr.,George Tillman Jr.,Vanessa Williams|Vivica A. Fox|Nia Long
881,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",Brett Ratner,Joel Cohen|Alec Sokolow,Charlie Sheen|Chris Tucker|Heather Locklear
882,"In this adaptation of the Henry James novel set in 19th-century New York City, a wealthy spinster with an overbearing father is pursued by a handsome fortune hunter who may be only after her... Read all",Agnieszka Holland,Henry James|Carol Doyle,Jennifer Jason Leigh|Albert Finney|Maggie Smith
